OBJECTID,ROAD_NUMBER,ROAD_NAME,DIRECTION,ELEMENTS,SURFACE_TYPE,NUMBER_OF_TRAFFIC_LANES,LEFT_SHOULDER_WIDTH,TRAFFIC_WIDTH,RIGHT_SHOULDER_WIDTH,SEAL_WIDTH
63585,5820,MICKLEHAM RD,R, SL+L3,A,4,0,16.8,0,16.8
65130,5910,CAMPBELLFIELD-GREENSBOROUGH RD,R, L1+L2+L3+RT1,A,3,0,9.8,0,9.8
63586,5819,PASCOE VALE RD,R, L1+L2+RT1+LBL,A,2,0,6.8,0,6.8
65131,5946,HORSHAM-MINYIP RD,F, L1+L2,S,2,0,6.2,0,6.2
63587,5881,FYANSFORD-CORIO RD,F, L1+L2+RT1+LBL,S,2,0,6.4,0,6.4
65132,5936,FOREST RD,R, L1+SL+SR,S,1,1.2,3.6,0.6,5.4
63588,5873,BROADMEADOWS-TULLAMARINE RD,F, L1+L2+RT1,A,2,0,8.2,0,8.2
65133,5928,SERVICETON NORTH-TELOPEA DOWNS RD,F, L1+L2,S,2,0,6.2,0,6.2
63589,5840,BEACH RD,F, L1+L2+L3+L4,A,4,0,12.4,0,12.4
65134,5921,MORWELL-TRARALGON RD,R, L1+L2+RT1+LBL,A,2,0,7,0,7
63590,5825,THE GAP RD,F, L1+L2,S,2,0,9.2,0,9.2
65135,5917,BARRY RD,F, L1+L2,S,2,0,6.3,0,6.3
63591,5814,MAIN WHITTLESEA RD,R, L1+L2+LBL,A,2,0,7,0,7
65136,5913,CHURCHILL-TRARALGON RD,F, L1+L2,S,2,0,6.3,0,6.3
63592,5812,HEIDELBERG RD,F, L1+L2+LBL,A,2,0,6.1,0,6.1
65137,5910,CAMPBELLFIELD-GREENSBOROUGH RD,F, L1+L2+L3+RT1,A,3,0,10.5,0,10.5
63593,5831,DUNCANS RD,F, L1+SL+SR+L2+LT1R,A,2,1.5,7.6,1.5,10.6
65138,5979,ROYAL PDE,F, L1+L2+L3+L4+LBL+LPL+RBL+RPL,A,4,0,17.1,0,17.1
63594,5899,ELGAR RD,F, L1+L2+L3+L4,A,4,0,6.1,0,6.1
65139,5906,MONASH WAY,F, L1+SR+L2+L3,S,3,0,11,2.5,13.5
63595,5827,GISBORNE-MELTON RD,F, L1+L2,A,2,0,10,0,10
65140,5970,HEATHERTON RD,F, L1+L2,A,2,0,7.3,0,7.3
63596,5821,MELBOURNE-LANCEFIELD RD,F, L1+SL+L2+L3,A,3,1.8,16,0,17.8
65141,5943,WAURN PONDS RD,R, L1+SL+L2,S,2,2,7,0,9
63597,5812,HEIDELBERG RD,R, L1+L2,A,2,0,7,0,7
65142,5936,FOREST RD,F, L1+L2+LT1,S,2,0,7,0,7
63598,5860,FAIRFIELD-RESERVOIR RD,F, L1+L2+L3+L4,A,4,0,12.8,0,12.8
65143,5920,BORONIA RD,F, L1+L2+LIP,A,2,0,7.4,0,7.4
63599,5811,HEIDELBERG-KINGLAKE RD,F, L1+L2+LBL,A,2,0,6.6,0,6.6
65144,5961,CAMPERDOWN-LISMORE RD,F, L1+SL+SR+L2,S,2,2.5,7.2,2.5,12.2
63600,5809,HEIDELBERG-WARRANDYTE RD,F, L1+L2+RT1+LT1R,S,2,0,8,0,8
65145,5916,MIRBOO NORTH-TRAFALGAR RD,F, L1+SL+SR+L2,S,2,2,6.8,1.5,10.3
63601,5820,MICKLEHAM RD,R, L1+L2+LBL,A,2,0,7.2,0,7.2
65146,5974,FLETCHER RD,F, L1+L2,A,2,0,7.8,0,7.8
63602,5887,SEPARATION ST,F, L1+L2,A,2,0,12.4,0,12.4
65147,5906,MONASH WAY,F, L1+SR+L2+LT1,S,2,0,12.2,2.5,14.7
63603,5877,FOOTSCRAY-SUNSHINE RD,F, L1+L2+L3+L4,A,4,0,13.8,0,13.8
65148,5985,EUROA MAIN RD,F, L1+L2+RT1R,S,2,0,7,0,7
63604,5819,PASCOE VALE RD,R, L1+L2+LBL,A,2,0,6.8,0,6.8
65149,5941,PIONEER RD,F, L1+L2+L3+L4+LBL+RBL+LT1R,A,4,0,12.2,0,12.2
63605,5881,FYANSFORD-CORIO RD,F, L1+L2+L3+L4,A,4,0,12.2,0,12.2
65150,5805,DONCASTER RD,R, L1+L2+TL,A,3,0,13,0,13
63606,5866,SYBELLA AV,F, L1+L2,S,2,0,6.4,0,6.4
65151,5820,MICKLEHAM RD,F, L1+L2,S,2,0,6.4,0,6.4
63607,5819,PASCOE VALE RD,F, L1+L2+L3+RT1,A,3,0,10.4,0,10.4
65152,5884,MORGAN ST,F, L1+L2+L3,S,3,0,11.8,0,11.8
63608,5840,BEACH RD,F, L1+L2+L3+RT1,A,3,0,9.4,0,9.4
65153,5876,GRANGE RD,F, L1+L2+L3+L4,A,4,0,16.4,0,16.4
63609,5802,CANTERBURY RD,R, L1+L2+L3,A,3,0,10.5,0,10.5
65154,5819,PASCOE VALE RD,F, L1+L2+LBL,A,2,0,6.8,0,6.8
63610,5834,MILLERS RD,F, L1+L2+L3+RT2,A,3,0,8.8,0,8.8
65155,5881,FYANSFORD-CORIO RD,F, L1+L2+LT1,S,2,0,6.4,0,6.4
63611,5824,MOUNT ALEXANDER RD,R, L1+L2+LBL+LPL,A,2,0,5.7,0,5.7
65156,5864,ASCOT VALE-KEILOR RD,F, L1+L2+L3+L4,A,4,0,11.9,0,11.9
63612,5814,MAIN WHITTLESEA RD,F, L1+L2+RT1+LBL+RBL,A,2,0,6.7,0,6.7
63613,5811,HEIDELBERG-KINGLAKE RD,R, L1+L2,A,2,0,9.4,0,9.4
65157,5818,BELL STREET RD,F, L1+L2+L3+RT1R,A,3,0,9,0,9
63614,5864,ASCOT VALE-KEILOR RD,F, L1+L2+TL,A,3,0,19.5,0,19.5
65158,5840,BEACH RD,F, L1+L2+LBL+LPL,A,2,0,7.5,0,7.5
63615,5921,MORWELL-TRARALGON RD,R, L1+SL+L2,S,2,3,7,0,10
65159,5802,CANTERBURY RD,R, L1+L2+RT1,A,2,0,7.7,0,7.7
65160,5834,MILLERS RD,F, L1+SL+L2,A,2,1.4,7.5,0,8.9
65161,5816,WALLAN-WHITTLESEA RD,F, L1+SR+L2,S,2,0,7,1.3,8.3
63616,5919,BRODRIBB RD,F, L1+L2,S,2,0,7.4,0,7.4
65162,5824,MOUNT ALEXANDER RD,F, L1+L2+LT1,A,2,0,8,0,8
63617,5916,MIRBOO NORTH-TRAFALGAR RD,F, L1+L2,S,2,0,6.7,0,6.7
65163,5814,MAIN WHITTLESEA RD,F, L1+L2,A,2,0,14,0,14
63618,5913,CHURCHILL-TRARALGON RD,F, L1+L2,A,2,0,10,0,10
65164,5811,HEIDELBERG-KINGLAKE RD,R, L1+SL+L2,A,2,2.2,7.3,0,9.5
63619,5910,CAMPBELLFIELD-GREENSBOROUGH RD,F, L1+L2+L3+RT1,A,3,0,10.6,0,10.6
65165,5863,BRUNSWICK RD,F, L1+L2+L3+L4,A,4,0,13.8,0,13.8
63620,5907,BOOLARRA-CHURCHILL RD,F, L1+SL+SR+L2,S,2,2,7.6,2,11.6
65166,5855,STUDLEY PARK RD,F, L1+L2+L3+L4+RT1+LT1,A,4,0,13.6,0,13.6
63621,5970,HEATHERTON RD,F, L1+L2,S,2,0,7.6,0,7.6
65167,5834,MILLERS RD,F, L1+L2+RT1+LBL,A,2,0,7.3,0,7.3
63622,5920,BORONIA RD,F, L1+L2+L3+TL,A,4,0,13.4,0,13.4
65168,5824,MOUNT ALEXANDER RD,R, L1+L2+LT1,A,2,0,6.1,0,6.1
63623,5961,CAMPERDOWN-LISMORE RD,F, L1+SL+SR+L2,S,2,1.6,6.6,1.6,9.8
65169,5814,MAIN WHITTLESEA RD,F, L1+SL+SR+L2+RT1R,S,2,2,7.2,2,11.2
63624,5916,MIRBOO NORTH-TRAFALGAR RD,F, L1+SL+L2,S,2,2.8,8,0,10.8
65170,5811,HEIDELBERG-KINGLAKE RD,R, L1+SL+L2,A,2,2.6,6.8,0,9.4
63625,5974,FLETCHER RD,F, L1+L2+LPL,A,2,0,6.8,0,6.8
65171,5863,BRUNSWICK RD,R, L1+L2+RT1,A,2,0,7.1,0,7.1
63626,5907,BOOLARRA-CHURCHILL RD,F, L1+SL+SR+L2,S,2,2,7.6,2,11.6
65172,5856,BURNLEY-KEW RD,F, L1+L2+L3+L4,A,4,0,12.8,0,12.8
63627,5985,EUROA MAIN RD,F, L1+SL+SR+L2,S,2,2,12,2,16
65173,5845,SOUTH RD,F, L1+L2+LBL,A,2,0,6.7,0,6.7
63628,5941,PIONEER RD,F, L1+L2+RT1+LBL+RBL,A,2,0,6.1,0,6.1
65174,5811,HEIDELBERG-KINGLAKE RD,F, L1+L2+RT1R,A,2,0,7.4,0,7.4
63629,5960,SOMERTON RD,F, L1+L2+RT1+RT2,A,2,0,6.8,0,6.8
65175,5809,HEIDELBERG-WARRANDYTE RD,F, L1+L2+RT1+LT2+LT1R,S,2,0,8,0,8
63630,5956,MYRNIONG-TRENTHAM RD,F, L1+L2,S,2,0,9.6,0,9.6
65176,5804,MITCHAM RD,F, L1+L2+L3+L4,A,4,0,12,0,12
65177,5803,DONCASTER-MORDIALLOC RD,F, L1+L2+L3,S,3,0,11,0,11
63631,5910,CAMPBELLFIELD-GREENSBOROUGH RD,R, L1+L2+RT1+RT2+LT1,A,2,0,6.4,0,6.4
65178,5803,DONCASTER-MORDIALLOC RD,F, L1+L2+L3+L4,A,4,0,12.4,0,12.4
63632,5907,BOOLARRA-CHURCHILL RD,F, L1+SL+SR+L2,A,2,2,10.2,2,14.2
65179,5837,SUNSHINE RD,F, L1+L2,A,2,0,14.2,0,14.2
63633,5952,BONANG RD,F, L1+L2,S,2,0,6.4,0,6.4
65180,5802,CANTERBURY RD,R, L1+L2+RT1,A,2,0,6.9,0,6.9
63634,5970,HEATHERTON RD,F, L1+L2,A,2,0,7.3,0,7.3
65181,5801,HIGH ST,R, L1+L2,A,2,0,7.3,0,7.3
63635,5943,WAURN PONDS RD,F, L1+SL+SR+L2,S,2,1.5,7.2,1.5,10.2
65182,5833,KOROROIT CREEK RD,F, L1+L2+LBL,A,2,0,8.6,0,8.6
63636,5936,FOREST RD,F, L1+L2+LT1+LT2R+RT1R,S,2,0,7,0,7
65183,5822,WILLIAMSTOWN RD,F, L1+L2+L3+L4,A,4,0,13.2,0,13.2
63637,5920,BORONIA RD,F, L1+L2+LIP,A,2,0,7.4,0,7.4
65184,5802,CANTERBURY RD,F, L1+L2+L3+L4,A,4,0,12.9,0,12.9
63638,5961,CAMPERDOWN-LISMORE RD,F, L1+SL+SR+L2,S,2,3.2,6.4,2.5,12.1
65185,5831,DUNCANS RD,F, L1+SL+SR+L2+RT1R,A,2,1.5,7.6,1.5,10.6
63639,5915,LONGFORD-LOCH SPORT RD,F, L1+L2,S,2,0,7.6,0,7.6
65186,5899,ELGAR RD,F, L1+L2+L3+L4+RT1R,A,4,0,12.2,0,12.2
63640,5973,BOOLARRA SOUTH-MIRBOO NORTH RD,F, L1+L2+LT2+LT1R,S,2,0,8,0,8
65187,5827,GISBORNE-MELTON RD,F, L1+L2,S,2,0,7,0,7
63641,5906,MONASH WAY,F, L1+SL+L2+RT1+LT1R,S,2,2.5,7.2,0,9.7
65188,5821,MELBOURNE-LANCEFIELD RD,F, L1+SL+SR+L2,S,2,2.2,7.2,2.2,11.6
63642,5816,WALLAN-WHITTLESEA RD,F, L1+SL+SR+L2,S,2,2,7,2,11
65189,5813,WHITTLESEA RD,F, L1+L2+TL,A,3,0,14.2,0,14.2
63643,5822,WILLIAMSTOWN RD,F, L1+L2+L3+L4+RT1,U,4,0,14.5,0,14.5
65190,5860,FAIRFIELD-RESERVOIR RD,F, L1+L2+LBL,A,2,0,6.2,0,6.2
63644,5802,CANTERBURY RD,F, L1+L2,A,2,0,8,0,8
65191,5874,BURKE RD,F, L1+L2+RT1+LT1,A,2,0,6.1,0,6.1
63645,5757,FRANKSTON-FLINDERS RD,F, L1+L2,S,2,0,7.2,0,7.2
65192,5835,GOLDEN SQUARE-LONG GULLY RD,F, L1+L2+LPL+RBL,S,2,0,6.6,0,6.6
63646,5768,BERWICK-CRANBOURNE RD,R, L1+L2+L3,A,3,0,10.5,0,10.5
65193,5802,CANTERBURY RD,R, L1+L2+L3,A,3,0,9.5,0,9.5
63647,5765,CRANBOURNE-FRANKSTON RD,R, L1+L2+LBL,A,2,0,7.5,0,7.5
65194,5834,MILLERS RD,R, L1+L2+LBL,A,2,0,7.3,0,7.3
63648,5799,FERNTREE GULLY RD,F, L1+L2+L3+RT1+LT1,A,3,0,10.5,0,10.5
65195,5824,MOUNT ALEXANDER RD,F, L1+L2+LBL+TL+RBL,A,3,0,12.5,0,12.5
63649,5795,WELLS RD,R, L1+L2,A,2,0,8,0,8
65196,5802,CANTERBURY RD,F, L1+L2+L3,A,3,0,10.4,0,10.4
63650,5765,CRANBOURNE-FRANKSTON RD,R, L1+L2+LBL,A,2,0,6.8,0,6.8
65197,5833,KOROROIT CREEK RD,F, L1+L2+RT1+LPL,A,2,0,6.5,0,6.5
63651,5784,DORSET RD,F, L1+L2+L3+L4,A,4,0,12.2,0,12.2
65198,5899,ELGAR RD,F, L1+L2+L3+L4,A,4,0,12.2,0,12.2
63652,5739,LOCKHARTS GAP RD,F, L1+L2,S,2,0,6.8,0,6.8
65199,5827,GISBORNE-MELTON RD,F, L1+L2,S,2,0,7.4,0,7.4
63653,5775,MONBULK RD,F, L1+L2,S,2,0,6.4,0,6.4
65200,5821,MELBOURNE-LANCEFIELD RD,F, L1+SL+SR+L2,S,2,2,7.4,2,11.4
63654,5764,BAXTER-TOORADIN RD,F, L1+SL+SR+L2,S,2,2,7.4,2,11.4
65201,5802,CANTERBURY RD,F, L1+L2+L3,A,3,0,10.4,0,10.4
63655,5737,BROADWAY,F, L1+L2,A,2,0,8,0,8
65202,5814,MAIN WHITTLESEA RD,F, L1+SL+L2,S,2,2,7,0,9
63656,5781,MOUNT DANDENONG RD,R, L1+L2,A,2,0,9,0,9
65203,5811,HEIDELBERG-KINGLAKE RD,F, L1+L2,A,2,0,7.6,0,7.6
65204,5861,ST GEORGES RD,F, L1+L2+LBL+TL+RBL,A,3,0,13.6,0,13.6
63657,5723,WATTLETREE RD,F, L1+L2,A,2,0,8.4,0,8.4
63658,5765,CRANBOURNE-FRANKSTON RD,F, L1+L2+LT1+LBL,A,2,0,7.4,0,7.4
63659,5790,ELTHAM-YARRA GLEN RD,F, L1+L2+RT1,A,2,0,10,0,10
65205,5811,HEIDELBERG-KINGLAKE RD,F, L1+L2,A,2,0,10,0,10
63660,5790,ELTHAM-YARRA GLEN RD,F, L1+L2+L3+LT1+LT2,A,3,0,9.4,0,9.4
65206,5821,MELBOURNE-LANCEFIELD RD,F, L1+SR+L2+L3+L4,A,4,0,13.8,2,15.8
63661,5784,DORSET RD,R, L1+L2+RT1+RT2+LBL,A,2,0,7.3,0,7.3
65207,5819,PASCOE VALE RD,R, L1+L2,A,2,0,7.1,0,7.1
63662,5757,FRANKSTON-FLINDERS RD,F, L1+L2+LT1,S,2,0,6.9,0,6.9
65208,5881,FYANSFORD-CORIO RD,R, L1+L2,A,2,0,9.8,0,9.8
63663,5756,MORNINGTON-DROMANA RD,F, L1+L2+LBL+RBL,S,2,0,6.3,0,6.3
65209,5873,BROADMEADOWS-TULLAMARINE RD,F, L1+L2+RON1,A,2,0,8,0,8
63664,5748,MURRAY RIVER RD,F, L1+L2,S,2,0,5.8,0,5.8
65210,5840,BEACH RD,F, L1+L2+L3+L4,A,4,0,12.7,0,12.7
63665,5768,BERWICK-CRANBOURNE RD,F, L1+SL+SR+L2,A,2,3,7,1.2,11.2
65211,5896,BELMONT-NEWCOMB RD,F, L1+L2,A,2,0,15,0,15
63666,5799,FERNTREE GULLY RD,F, L1+L2+RT1+LT1,A,2,0,7.4,0,7.4
65212,5825,THE GAP RD,F, L1+L2,A,2,0,10.6,0,10.6
63667,5798,WELLINGTON RD,F, L1+L2+LBL,A,2,0,7,0,7
65213,5814,MAIN WHITTLESEA RD,R, L1+L2+RT1+LBL,A,2,0,7,0,7
63668,5783,WANTIRNA-SASSAFRAS RD,F, L1+L2+LT1,A,2,0,7.1,0,7.1
65214,5882,ST KILDA RD,F, L1+L2+L3+L4+LBL+LPL+TL,A,5,0,31.4,0,31.4
63669,5783,WANTIRNA-SASSAFRAS RD,F, L1+L2,S,2,0,7.1,0,7.1
65215,5952,BONANG RD,F, L1+L2,S,2,0,5.8,0,5.8
63670,5732,MURRAY RD,F, L1+L2+RT1,A,2,0,7.4,0,7.4
63671,5774,BELGRAVE-GEMBROOK RD,F, L1+L2+LIP,S,2,0,8.5,0,8.5
63672,5801,HIGH ST,F, L1+L2+RT1,A,2,0,7.4,0,7.4
63673,5804,MITCHAM RD,R, L1+L2+TL,A,3,0,10.5,0,10.5
63674,5882,ST KILDA RD,F, L1+L2+L3+L4+TL+RBL+RPL,A,5,0,34.4,0,34.4
63675,5873,BROADMEADOWS-TULLAMARINE RD,R, L1+L2,A,2,0,7,0,7
63676,5778,EMERALD-MONBULK RD,F, L1+L2,S,2,0,6.4,0,6.4
65216,5928,SERVICETON NORTH-TELOPEA DOWNS RD,F, L1+L2,S,2,0,6.2,0,6.2
63677,5770,HEALESVILLE-KOO-WEE-RUP RD,F, L1+L2,S,2,0,6.9,0,6.9
65217,5803,DONCASTER-MORDIALLOC RD,F, L1+L2+L3+L4+RT1,A,4,0,12,0,12
63678,5762,MAIN HEIDELBERG-ELTHAM RD,F, L1+SL+L2+RT1,A,2,2.2,7.2,0,9.4
65218,5836,DRYSDALE-ST LEONARDS RD,F, L1+SL+SR+L2,S,2,3.5,6.4,1,10.9
63679,5793,WHITTLESEA-YEA RD,F, L1+SL+SR+L2+LBL+RBL,A,2,2,8.2,2,12.2
65219,5802,CANTERBURY RD,R, L1+L2+L3,A,3,0,9.5,0,9.5
63680,5757,FRANKSTON-FLINDERS RD,F, L1+L2,A,2,0,6.5,0,6.5
65220,5801,HIGH ST,R, L1+L2,A,2,0,7.4,0,7.4
63681,5757,FRANKSTON-FLINDERS RD,F, L1+SL+L2,S,2,2,7.8,0,9.8
65221,5833,KOROROIT CREEK RD,F, L1+L2+LBL,A,2,0,6.8,0,6.8
63682,5790,ELTHAM-YARRA GLEN RD,F, L1+L2,S,2,0,6.8,0,6.8
65222,5900,FOSTER-PROMONTORY RD,F, L1+L2+RT1,S,2,0,7.4,0,7.4
63683,5765,CRANBOURNE-FRANKSTON RD,R, L1+L2+LBL,A,2,0,6.8,0,6.8
65223,5827,GISBORNE-MELTON RD,F, L1+SL+SR+L2+RT1+LT1,S,2,1.6,8.2,1.6,11.4
63684,5793,WHITTLESEA-YEA RD,F, L1+L2+LT2+LT1R,A,2,0,10,0,10
65224,5821,MELBOURNE-LANCEFIELD RD,F, L1+SL+L2+RT1R,S,2,1.4,7.2,0,8.5
63685,5765,CRANBOURNE-FRANKSTON RD,R, L1+L2+L3+RT1+LBL,S,3,0,10.1,0,10.1
65225,5801,HIGH ST,R, L1+L2,A,2,0,7.4,0,7.4
63686,5783,WANTIRNA-SASSAFRAS RD,R, L1+L2+L3+LT1,A,3,0,10.2,0,10.2
63687,5736,NICHOLSON ST,R, L1+L2,A,2,0,6.9,0,6.9
65226,5888,BREAKWATER RD,F, L1+L2+L3+L4+LBL+RBL+RT1R,A,4,0,13.7,0,13.7
63688,5781,MOUNT DANDENONG RD,R, L1+L2+LT1,A,2,0,7.8,0,7.8
65227,5804,MITCHAM RD,F, L1+L2+L3+RT1,A,3,0,10.5,0,10.5
63689,5722,KARINGAL DR,F, L1+L2,A,2,0,9.9,0,9.9
65228,5820,MICKLEHAM RD,F, L1+L2+L3,A,3,0,10.7,0,10.7
63690,5765,CRANBOURNE-FRANKSTON RD,F, L1+L2+LBL,A,2,0,6.8,0,6.8
65229,5882,ST KILDA RD,F, L1+L2+L3+L4+LBL+LPL+TL+RBL+RPL,A,5,0,31.1,0,31.1
63691,5780,LILYDALE-MONTROSE RD,R, L1+L2,A,2,0,7.4,0,7.4
65230,5873,BROADMEADOWS-TULLAMARINE RD,F, L1+L2+L3+L4,A,4,0,16.1,0,16.1
63692,5790,ELTHAM-YARRA GLEN RD,F, L1+L2+LIP,A,2,0,7.2,0,7.2
65231,5840,BEACH RD,R, L1+L2+L3,A,3,0,9.1,0,9.1
65232,5803,DONCASTER-MORDIALLOC RD,F, L1+L2+L3,A,3,0,11.1,0,11.1
63693,5752,GRANYA RD,F, L1+SL+SR+L2+LT1,S,2,1.5,6.4,1.5,9.4
65233,5840,BEACH RD,R, L1+L2+LBL,A,2,0,6.4,0,6.4
63694,5751,MORNINGTON-FLINDERS RD,F, L1+L2+LBL+RBL,S,2,0,7.3,0,7.3
65234,5844,BLUFF RD,F, L1+L2+L3+L4,A,4,0,11.8,0,11.8
63695,5784,DORSET RD,R, L1+L2+L3+RT1+LT1,A,3,0,9,0,9
65235,5811,HEIDELBERG-KINGLAKE RD,F, L1+L2+L3+RT1,A,3,0,10,0,10
63696,5757,FRANKSTON-FLINDERS RD,F, L1+L2+LT2+RT1R,S,2,0,7.2,0,7.2
65236,5809,HEIDELBERG-WARRANDYTE RD,F, L1+L2+RT1R,U,2,0,8,0,8
63697,5754,BITTERN-DROMANA RD,R, L1+SR+LBL,A,1,0,3.8,3.8,7.6
63698,5748,MURRAY RIVER RD,F, L1+L2,A,2,0,7.6,0,7.6
65237,5803,DONCASTER-MORDIALLOC RD,R, L1+L2,A,2,0,7,0,7
63699,5768,BERWICK-CRANBOURNE RD,F, L1+L2+L3,A,3,0,10,0,10
65238,5811,HEIDELBERG-KINGLAKE RD,F, L1+L2,A,2,0,10.6,0,10.6
63700,5799,FERNTREE GULLY RD,F, L1+L2,U,2,0,7.4,0,7.4
65239,5809,HEIDELBERG-WARRANDYTE RD,F, L1+SR+L2,A,2,0,8,1,9
63701,5798,WELLINGTON RD,F, L1+L2+RT1+LBL,A,2,0,7.4,0,7.4
65240,5820,MICKLEHAM RD,R, L1+L2+LBL,A,2,0,7,0,7
63702,5783,WANTIRNA-SASSAFRAS RD,F, L1+L2+L3+RT1,A,3,0,9.5,0,9.5
63703,5783,WANTIRNA-SASSAFRAS RD,F, L1+L2+L3+RT1+LT1,A,3,0,11,0,11
65241,5887,SEPARATION ST,F, L1+L2+LPL+RPL,S,2,0,8,0,8
63704,5731,MELVILLE RD,F, L1+L2+TL,A,3,0,13.6,0,13.6
65242,5819,PASCOE VALE RD,R, L1+L2+RT1+LBL,A,2,0,6.8,0,6.8
63705,5774,BELGRAVE-GEMBROOK RD,F, L1+L2,A,2,0,6.2,0,6.2
65243,5881,FYANSFORD-CORIO RD,F, L1+L2+L3+RT1,A,3,0,9.2,0,9.2
63706,5801,HIGH ST,F, L1+L2+L3+RT1+LT1,A,3,0,11.1,0,11.1
65244,5872,CERES RD,F, L1+L2,A,2,0,7,0,7
63707,5781,MOUNT DANDENONG RD,F, L1+L2+RT1+LBL+LPL,U,2,0,7.4,0,7.4
63708,5757,FRANKSTON-FLINDERS RD,F, L1+L2+RT1,A,2,0,7.4,0,7.4
65245,5819,PASCOE VALE RD,F, L1+L2+L3+L4,A,4,0,16,0,16
63709,5748,MURRAY RIVER RD,F, L1+L2,S,2,0,6.8,0,6.8
65246,5840,BEACH RD,F, L1+L2+L3+L4,A,4,0,13,0,13
63710,5746,ORIEL RD,R, L1+LBL+LPL,A,1,0,3.1,0,3.1
65247,5825,THE GAP RD,F, L1+L2+L3+L4,A,4,0,15.2,0,15.2
63711,5741,SOUTHERN RD,F, L1+L2+RT1,A,2,0,6.6,0,6.6
65248,5814,MAIN WHITTLESEA RD,F, L1+SL+SR+L2,S,2,2,7.2,2,11.2
63712,5783,WANTIRNA-SASSAFRAS RD,F, L1+L2+RT1,S,2,0,7.6,0,7.6
63713,5732,MURRAY RD,R, L1+LBL+LPL,A,1,0,3.2,0,3.2
65249,5811,HEIDELBERG-KINGLAKE RD,R, L1+L2+LBL,A,2,0,6.6,0,6.6
63714,5801,HIGH ST,F, L1+L2+RT1+LT1,A,2,0,7.3,0,7.3
65250,5864,ASCOT VALE-KEILOR RD,F, L1+L2+TL,A,3,0,14.7,0,14.7
63715,5781,MOUNT DANDENONG RD,F, L1+L2,A,2,0,7.9,0,7.9
65251,5857,DRYSDALE-OCEAN GROVE RD,F, L1+SR+L2+LT1+NTZM,A,2,0,8,1.3,9.3
65252,5845,SOUTH RD,F, L1+L2+L3,A,3,0,9.3,0,9.3
63716,5710,LONGWARRY-DROUIN RD,F, L1+L2,S,2,0,7.4,0,7.4
65253,5803,DONCASTER-MORDIALLOC RD,R, L1+L2+L3,A,3,0,11.1,0,11.1
63717,5780,LILYDALE-MONTROSE RD,F, L1+L2,A,2,0,7.4,0,7.4
65254,5817,EPPING RD,F, L1+L2+L3+L4,A,4,0,13.2,0,13.2
63718,5770,HEALESVILLE-KOO-WEE-RUP RD,F, L1+L2,S,2,0,7.2,0,7.2
65255,5803,DONCASTER-MORDIALLOC RD,F, L1+L2+L3+L4,A,4,0,11.2,0,11.2
63719,5799,FERNTREE GULLY RD,R, L1+L2+L3,A,3,0,10.5,0,10.5
63720,5710,LONGWARRY-DROUIN RD,F, L1+L2+LPL+RPL,S,2,0,7.4,0,7.4
65256,5837,SUNSHINE RD,F, L1+L2+L3,A,3,0,8.8,0,8.8
63721,5750,ROSEBUD-FLINDERS RD,F, L1+L2+LT1,S,2,0,7.5,0,7.5
65257,5803,DONCASTER-MORDIALLOC RD,F, L1+L2+RT1R,A,2,0,11.6,0,11.6
65258,5802,CANTERBURY RD,F, L1+L2+RT1,A,2,0,7.2,0,7.2
63722,5748,MURRAY RIVER RD,F, L1+L2,C,2,0,8.4,0,8.4
63723,5768,BERWICK-CRANBOURNE RD,F, L1+L2+LT1,A,2,0,7.4,0,7.4
65259,5801,HIGH ST,R, L1+L2+RT1+LT1,A,2,0,7.3,0,7.3
63724,5799,FERNTREE GULLY RD,F, L1+L2+L3+RT1+LT1,A,3,0,10.8,0,10.8
65260,5897,PRINCETOWN RD,F, L1+L2,S,2,0,6.4,0,6.4
63725,5796,STUD RD,F, L1+L2+L3+L4,A,4,0,14,0,14
65261,5826,SUNBURY RD,F, L1+L2,A,2,0,8.6,0,8.6
63726,5784,DORSET RD,F, L1+L2+LBL,A,2,0,7.3,0,7.3
65262,5859,CHANDLER HWY,F, L1+L2+L3+L4+LT1R+RT1R,A,4,0,12,0,12
63727,5771,BEACONSFIELD-EMERALD RD,F, L1+SL+SR+L2,S,2,1.4,6.8,1.4,9.6
65263,5873,BROADMEADOWS-TULLAMARINE RD,F, L1+L2+L3+L4+RT1,A,4,0,12,0,12
63728,5801,HIGH ST,F, L1+L2,A,2,0,8.1,0,8.1
65264,5840,BEACH RD,F, L1+L2+LBL+RBL+RT1R,A,2,0,7.6,0,7.6
63729,5710,LONGWARRY-DROUIN RD,F, L1+L2,S,2,0,7.4,0,7.4
65265,5803,DONCASTER-MORDIALLOC RD,F, L1+L2+L3+RT1+LT1,A,3,0,11.2,0,11.2
63730,5776,LILYDALE-MONBULK RD,F, L1+L2,S,2,0,7.5,0,7.5
65266,5821,MELBOURNE-LANCEFIELD RD,F, L1+SL+SR+L2,S,2,1.5,7.4,1.5,10.4
63731,5791,HEALESVILLE-KINGLAKE RD,F, L1+SL+SR+L2,S,2,1.2,6.2,1.2,8.6
65267,5801,HIGH ST,R, L1+L2,U,2,0,7,0,7
63732,5790,ELTHAM-YARRA GLEN RD,F, L1+L2+RT1+LT1R,S,2,0,7.7,0,7.7
65268,5896,BELMONT-NEWCOMB RD,F, L1+L2+LBL+RBL+NTZM,S,2,0,7.2,0,7.2
63733,5768,BERWICK-CRANBOURNE RD,F, L1+L2+RT1,A,2,0,10.5,0,10.5
